Study,Site,Soil C (mg/cm3)*,Soil N (mg/cm3)*,Microbial biomass C (mg/cm3),Microbial biomass N (mg/cm3),SOC,SON,MBC,MBN,MBC as % of soil C,MBN as % of soil N,Soil C:N,Inorganic nitrogen (ug/cm3),Respiration (ug C/cm3*hr),Net N mineralization (ug/cm3*hr)
Xu et al.,0,0,37.35,0,0.81195,0,2.49,0,0.05413,NA,2.173895582,0,NA,NA,NA
Xu et al.,0,0,29.4,0,0.72915,0,1.96,0,0.04861,NA,2.480102041,0,NA,NA,NA
Xu et al.,Shrub,339.75,0,12.231,0,22.65,0,0.8154,0,3.6,NA,NA,NA,NA,NA
Xu et al.,"Moss, low shrub",198.75,0,1.9875,0,13.25,0,0.1325,0,1,NA,NA,NA,NA,NA
Xu et al.,0,0,0,0,1.047,0,0,0,0.0698,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,0,1.152,0,0,0,0.0768,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,0,1.0185,0,0,0,0.0679,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,0,1.191,0,0,0,0.0794,NA,NA,NA,NA,NA,NA
Xu et al.,Heath,748.98,34.2,20.85,2.1,49.932,2.28,1.39,0.14,2.783785949,6.140350877,21.9,NA,NA,NA
Xu et al.,aspen,74.4,2.7,0.882,0.1275,4.96,0.18,0.0588,0.0085,1.185483871,4.722222222,27.55555556,NA,NA,NA
Xu et al.,birch,56.1,2.25,0.648,0.1245,3.74,0.15,0.0432,0.0083,1.155080214,5.533333333,24.93333333,NA,NA,NA
Xu et al.,aspen,80.1,2.85,0.666,0.117,5.34,0.19,0.0444,0.0078,0.831460674,4.105263158,28.10526316,NA,NA,NA
Xu et al.,birch,64.65,2.7,0.8805,0.126,4.31,0.18,0.0587,0.0084,1.361948956,4.666666667,23.94444444,NA,NA,NA
Xu et al.,aspen,75.75,2.85,1.365,0.1605,5.05,0.19,0.091,0.0107,1.801980198,5.631578947,26.57894737,NA,NA,NA
Xu et al.,birch,78,2.85,1.047,0.15,5.2,0.19,0.0698,0.01,1.342307692,5.263157895,27.36842105,NA,NA,NA
Xu et al.,aspen,29.7,1.65,0.5565,0.0915,1.98,0.11,0.0371,0.0061,1.873737374,5.545454545,18,NA,NA,NA
Xu et al.,birch,43.65,1.95,0.6945,0.1065,2.91,0.13,0.0463,0.0071,1.591065292,5.461538462,22.38461538,NA,NA,NA
Xu et al.,birch,340.5,17.7,1.6425,0.05526,22.7,1.18,0.1095,0.003684,0.482378855,0.31220339,19.23728814,NA,NA,NA
Xu et al.,Woodland (maple),8.7,0.78,0.1404,0,0.58,0.052,0.00936,0,1.613793103,0,11.15384615,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,226.5,16.95,5.0175,0.552,15.1,1.13,0.3345,0.0368,2.215231788,3.256637168,13.36283186,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,122.85,10.95,3.207,0.5055,8.19,0.73,0.2138,0.0337,2.610500611,4.616438356,11.21917808,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,75.15,7.05,1.767,0.306,5.01,0.47,0.1178,0.0204,2.351297405,4.340425532,10.65957447,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,61.8,5.7,1.2315,0.2205,4.12,0.38,0.0821,0.0147,1.992718447,3.868421053,10.84210526,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,30.6,3,0.5805,0.111,2.04,0.2,0.0387,0.0074,1.897058824,3.7,10.2,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,18.3,1.95,0.306,0.0645,1.22,0.13,0.0204,0.0043,1.672131148,3.307692308,9.384615385,NA,NA,NA
Xu et al.,Korean pine/broadleaf mixed forest,11.55,1.5,0.189,0.0345,0.77,0.1,0.0126,0.0023,1.636363636,2.3,7.7,NA,NA,NA
Xu et al.,Birch broadleaf forest,205.65,11.7,4.866,0.9705,13.71,0.78,0.3244,0.0647,2.36615609,8.294871795,17.57692308,NA,NA,NA
Xu et al.,Birch broadleaf forest,126.75,7.2,2.103,0.4755,8.45,0.48,0.1402,0.0317,1.659171598,6.604166667,17.60416667,NA,NA,NA
Xu et al.,Birch broadleaf forest,104.4,6.15,1.491,0.345,6.96,0.41,0.0994,0.023,1.42816092,5.609756098,16.97560976,NA,NA,NA
Xu et al.,Birch broadleaf forest,81.75,4.95,1.17,0.282,5.45,0.33,0.078,0.0188,1.431192661,5.696969697,16.51515152,NA,NA,NA
Xu et al.,Birch broadleaf forest,69.45,4.35,0.8505,0.195,4.63,0.29,0.0567,0.013,1.22462203,4.482758621,15.96551724,NA,NA,NA
Xu et al.,Birch broadleaf forest,49.35,3.75,0.4455,0.105,3.29,0.25,0.0297,0.007,0.902735562,2.8,13.16,NA,NA,NA
Xu et al.,Birch broadleaf forest,51.15,3.75,0.309,0.0705,3.41,0.25,0.0206,0.0047,0.604105572,1.88,13.64,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,75.75,6.3,0.87,0.0795,5.05,0.42,0.058,0.0053,1.148514851,1.261904762,12.02380952,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,52.05,4.8,0.585,0.0555,3.47,0.32,0.039,0.0037,1.123919308,1.15625,10.84375,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,74.7,5.85,1.17,0.087,4.98,0.39,0.078,0.0058,1.56626506,1.487179487,12.76923077,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,55.5,4.95,0.81,0.06,3.7,0.33,0.054,0.004,1.459459459,1.212121212,11.21212121,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,70.05,5.55,0.84,0.063,4.67,0.37,0.056,0.0042,1.199143469,1.135135135,12.62162162,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,55.2,4.8,0.495,0.057,3.68,0.32,0.033,0.0038,0.89673913,1.1875,11.5,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,35.1,3.3,0.33,0.0345,2.34,0.22,0.022,0.0023,0.94017094,1.045454545,10.63636364,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,36,3.6,0.2925,0.036,2.4,0.24,0.0195,0.0024,0.8125,1,10,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,33.75,3,0.465,0.048,2.25,0.2,0.031,0.0032,1.377777778,1.6,11.25,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,35.1,3.3,0.315,0.0315,2.34,0.22,0.021,0.0021,0.897435897,0.954545455,10.63636364,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,38.7,3.3,0.36,0.033,2.58,0.22,0.024,0.0022,0.930232558,1,11.72727273,NA,NA,NA
Xu et al.,mixed broadleaved Korean pine,38.25,3.6,0.3,0.0315,2.55,0.24,0.02,0.0021,0.784313725,0.875,10.625,NA,NA,NA
Xu et al.,Siberian elm,4.35,0,0.0552,0.0105,0.29,0,0.00368,0.0007,1.268965517,NA,NA,NA,NA,NA
Xu et al.,Siberian elm,6.3,0,0.07905,0.0141,0.42,0,0.00527,0.00094,1.254761905,NA,NA,NA,NA,NA
Xu et al.,Siberian poplar,4.5,0,0.1104,0.01005,0.3,0,0.00736,0.00067,2.453333333,NA,NA,NA,NA,NA
Xu et al.,Siberian poplar,7.05,0,0.13605,0.0123,0.47,0,0.00907,0.00082,1.929787234,NA,NA,NA,NA,NA
Xu et al.,60-70 years old forest,72,14.25,0.69,0,4.8,0.95,0.046,0,0.958333333,0,5.052631579,NA,NA,NA
Xu et al.,0,36,3.3,0.63,0,2.4,0.22,0.042,0,1.75,0,10.90909091,NA,NA,NA
Xu et al.,Norway spruce and European beech,870,58.5,0,0.0765,58,3.9,0,0.0051,0,0.130769231,14.87179487,NA,NA,NA
Xu et al.,Norway spruce and European beech,645,40.5,0,0.0465,43,2.7,0,0.0031,0,0.114814815,15.92592593,NA,NA,NA
Xu et al.,Norway spruce and European beech,795,33,0,0.1065,53,2.2,0,0.0071,0,0.322727273,24.09090909,NA,NA,NA
Xu et al.,beech,660,0,26.085,0,44,0,1.739,0,3.952272727,NA,NA,NA,NA,NA
Xu et al.,beech,433.5,0,7.473,0,28.9,0,0.4982,0,1.723875433,NA,NA,NA,NA,NA
Xu et al.,beech,300,0,5.8245,0,20,0,0.3883,0,1.9415,NA,NA,NA,NA,NA
Xu et al.,beech,96,0,1.668,0,6.4,0,0.1112,0,1.7375,NA,NA,NA,NA,NA
Xu et al.,beech,76.5,4.05,0.2775,0,5.1,0.27,0.0185,0,0.362745098,0,18.88888889,NA,NA,NA
Xu et al.,beech,81,3.9,0.2685,0,5.4,0.26,0.0179,0,0.331481481,0,20.76923077,NA,NA,NA
Xu et al.,beech,111,6.15,0.417,0,7.4,0.41,0.0278,0,0.375675676,0,18.04878049,NA,NA,NA
Xu et al.,beech,54,3.45,0.2625,0,3.6,0.23,0.0175,0,0.486111111,0,15.65217391,NA,NA,NA
Xu et al.,beech,60,3.6,0.255,0,4,0.24,0.017,0,0.425,0,16.66666667,NA,NA,NA
Xu et al.,beech,67.5,3.6,0.252,0,4.5,0.24,0.0168,0,0.373333333,0,18.75,NA,NA,NA
Xu et al.,beech,82.5,3.9,0.3465,0,5.5,0.26,0.0231,0,0.42,0,21.15384615,NA,NA,NA
Xu et al.,beech,55.5,2.85,0.2205,0,3.7,0.19,0.0147,0,0.397297297,0,19.47368421,NA,NA,NA
Xu et al.,beech,49.5,3,0.2475,0,3.3,0.2,0.0165,0,0.5,0,16.5,NA,NA,NA
Xu et al.,beech,42,3.3,0.2295,0,2.8,0.22,0.0153,0,0.546428571,0,12.72727273,NA,NA,NA
Xu et al.,beech,78,5.4,0.33,0,5.2,0.36,0.022,0,0.423076923,0,14.44444444,NA,NA,NA
Xu et al.,beech,118.5,5.85,0.4065,0,7.9,0.39,0.0271,0,0.343037975,0,20.25641026,NA,NA,NA
Xu et al.,beech,123,7.05,0.354,0,8.2,0.47,0.0236,0,0.287804878,0,17.44680851,NA,NA,NA
Xu et al.,beech,130.5,7.65,0.426,0,8.7,0.51,0.0284,0,0.326436782,0,17.05882353,NA,NA,NA
Xu et al.,beech,108,5.55,0.4005,0,7.2,0.37,0.0267,0,0.370833333,0,19.45945946,NA,NA,NA
Xu et al.,beech,78,4.5,0.399,0,5.2,0.3,0.0266,0,0.511538462,0,17.33333333,NA,NA,NA
Xu et al.,beech,111,6.3,0.4845,0,7.4,0.42,0.0323,0,0.436486486,0,17.61904762,NA,NA,NA
Xu et al.,beech,127.5,8.4,0.6555,0,8.5,0.56,0.0437,0,0.514117647,0,15.17857143,NA,NA,NA
Xu et al.,beech,121.5,7.2,0.6615,0,8.1,0.48,0.0441,0,0.544444444,0,16.875,NA,NA,NA
Xu et al.,beech,154.5,10.8,0.8415,0,10.3,0.72,0.0561,0,0.544660194,0,14.30555556,NA,NA,NA
Xu et al.,beech,151.5,9.15,0.8655,0,10.1,0.61,0.0577,0,0.571287129,0,16.55737705,NA,NA,NA
Xu et al.,beech,66,4.5,0.4875,0,4.4,0.3,0.0325,0,0.738636364,0,14.66666667,NA,NA,NA
Xu et al.,beech,79.5,6.75,0.4785,0,5.3,0.45,0.0319,0,0.601886792,0,11.77777778,NA,NA,NA
Xu et al.,beech,82.5,5.55,0.3135,0,5.5,0.37,0.0209,0,0.38,0,14.86486486,NA,NA,NA
Xu et al.,beech,102,5.7,0.6225,0,6.8,0.38,0.0415,0,0.610294118,0,17.89473684,NA,NA,NA
Xu et al.,beech,100.5,6.6,0.657,0,6.7,0.44,0.0438,0,0.653731343,0,15.22727273,NA,NA,NA
Xu et al.,beech,138,10.65,1.0785,0,9.2,0.71,0.0719,0,0.781521739,0,12.95774648,NA,NA,NA
Xu et al.,beech,124.5,8.4,0.897,0,8.3,0.56,0.0598,0,0.720481928,0,14.82142857,NA,NA,NA
Xu et al.,beech,148.5,10.65,1.1175,0,9.9,0.71,0.0745,0,0.752525253,0,13.94366197,NA,NA,NA
Xu et al.,beech,166.5,12.15,1.1535,0,11.1,0.81,0.0769,0,0.692792793,0,13.7037037,NA,NA,NA
Xu et al.,beech,108,7.95,1.0665,0,7.2,0.53,0.0711,0,0.9875,0,13.58490566,NA,NA,NA
Xu et al.,beech,124.5,9.15,1.122,0,8.3,0.61,0.0748,0,0.901204819,0,13.60655738,NA,NA,NA
Xu et al.,beech,127.5,9.45,1.0305,0,8.5,0.63,0.0687,0,0.808235294,0,13.49206349,NA,NA,NA
Xu et al.,beech,39,3,0.3885,0,2.6,0.2,0.0259,0,0.996153846,0,13,NA,NA,NA
Xu et al.,beech,42,3.15,0.3195,0,2.8,0.21,0.0213,0,0.760714286,0,13.33333333,NA,NA,NA
Xu et al.,beech,58.5,4.2,0.474,0,3.9,0.28,0.0316,0,0.81025641,0,13.92857143,NA,NA,NA
Xu et al.,beech,76.5,6.75,0.804,0,5.1,0.45,0.0536,0,1.050980392,0,11.33333333,NA,NA,NA
Xu et al.,beech,151.5,9.6,0.9945,0,10.1,0.64,0.0663,0,0.656435644,0,15.78125,NA,NA,NA
Xu et al.,beech,49.5,3.45,0.3375,0,3.3,0.23,0.0225,0,0.681818182,0,14.34782609,NA,NA,NA
Xu et al.,beech,45,3.9,0.3525,0,3,0.26,0.0235,0,0.783333333,0,11.53846154,NA,NA,NA
Xu et al.,beech,102,7.285714286,1.2415,0,6.8,0.485714286,0.082766667,0,1.217156863,0,14,NA,NA,NA
Xu et al.,beech,64.8,4.263157895,0.7805,0,4.32,0.284210526,0.052033333,0,1.204475309,0,15.2,NA,NA,NA
Xu et al.,beech,181.5,11.41509434,2.262,0,12.1,0.761006289,0.1508,0,1.246280992,0,15.9,NA,NA,NA
Xu et al.,ash,126.45,9.097122302,1.941,0,8.43,0.60647482,0.1294,0,1.534994069,0,13.9,NA,NA,NA
Xu et al.,beech,74.4,5.904761905,1.3335,0,4.96,0.393650794,0.0889,0,1.79233871,0,12.6,NA,NA,NA
Xu et al.,beech,81,6.428571429,0.8575,0,5.4,0.428571429,0.057166667,0,1.058641975,0,12.6,NA,NA,NA
Xu et al.,beech,52.5,3.645833333,0.5375,0,3.5,0.243055556,0.035833333,0,1.023809524,0,14.4,NA,NA,NA
Xu et al.,beech,146.85,8.9,1.7065,0,9.79,0.593333333,0.113766667,0,1.16207014,0,16.5,NA,NA,NA
Xu et al.,ash,96,7.804878049,1.481,0,6.4,0.520325203,0.098733333,0,1.542708333,0,12.3,NA,NA,NA
Xu et al.,beech,49.65,4.555045872,0.9985,0,3.31,0.303669725,0.066566667,0,2.011077543,0,10.9,NA,NA,NA
Xu et al.,beech,618,30.9,5.703,0,41.2,2.06,0.3802,0,0.922815534,0,20,NA,NA,NA
Xu et al.,beech,462,24.31578947,4.8075,0,30.8,1.621052632,0.3205,0,1.040584416,0,19,NA,NA,NA
Xu et al.,beech,43.5,2.9,0.5325,0,2.9,0.193333333,0.0355,0,1.224137931,0,15,NA,NA,NA
Xu et al.,Deciduous forest,85.95,0,1.1385,0,5.73,0,0.0759,0,1.32460733,NA,NA,NA,NA,NA
Xu et al.,beech,27.3,1.5,0.402,0.054,1.82,0.1,0.0268,0.0036,1.472527473,3.6,18.2,NA,NA,NA
Xu et al.,beech,40.8,2.85,0.777,0.087,2.72,0.19,0.0518,0.0058,1.904411765,3.052631579,14.31578947,NA,NA,NA
Xu et al.,beech,46.65,3.45,0.8175,0.183,3.11,0.23,0.0545,0.0122,1.752411576,5.304347826,13.52173913,NA,NA,NA
Xu et al.,beech,47.55,3.15,0.702,0.12,3.17,0.21,0.0468,0.008,1.476340694,3.80952381,15.0952381,NA,NA,NA
Xu et al.,beech,56.1,3.75,0.969,0.123,3.74,0.25,0.0646,0.0082,1.727272727,3.28,14.96,NA,NA,NA
Xu et al.,beech,58.05,4.35,1.3155,0.1635,3.87,0.29,0.0877,0.0109,2.266149871,3.75862069,13.34482759,NA,NA,NA
Xu et al.,beech,59.55,4.65,1.314,0.1905,3.97,0.31,0.0876,0.0127,2.206549118,4.096774194,12.80645161,NA,NA,NA
Xu et al.,beech,67.2,5.55,1.0965,0.1875,4.48,0.37,0.0731,0.0125,1.631696429,3.378378378,12.10810811,NA,NA,NA
Xu et al.,beech,70.5,5.1,1.209,0.159,4.7,0.34,0.0806,0.0106,1.714893617,3.117647059,13.82352941,NA,NA,NA
Xu et al.,beech,72.9,3.75,0.5625,0.045,4.86,0.25,0.0375,0.003,0.771604938,1.2,19.44,NA,NA,NA
Xu et al.,beech,75.75,5.25,1.2945,0.2175,5.05,0.35,0.0863,0.0145,1.708910891,4.142857143,14.42857143,NA,NA,NA
Xu et al.,beech,77.1,6.45,1.7775,0.2475,5.14,0.43,0.1185,0.0165,2.305447471,3.837209302,11.95348837,NA,NA,NA
Xu et al.,beech,78.15,4.8,1.4985,0.216,5.21,0.32,0.0999,0.0144,1.917466411,4.5,16.28125,NA,NA,NA
Xu et al.,beech,78.9,4.8,1.5105,0.201,5.26,0.32,0.1007,0.0134,1.914448669,4.1875,16.4375,NA,NA,NA
Xu et al.,beech,82.5,6.15,1.7205,0.285,5.5,0.41,0.1147,0.019,2.085454545,4.634146341,13.41463415,NA,NA,NA
Xu et al.,beech,83.55,3.75,0.4755,0.0675,5.57,0.25,0.0317,0.0045,0.569120287,1.8,22.28,NA,NA,NA
Xu et al.,beech,85.5,3.6,0.768,0.084,5.7,0.24,0.0512,0.0056,0.898245614,2.333333333,23.75,NA,NA,NA
Xu et al.,beech,90.9,5.85,1.455,0.204,6.06,0.39,0.097,0.0136,1.600660066,3.487179487,15.53846154,NA,NA,NA
Xu et al.,beech,95.4,4.8,1.0845,0.1065,6.36,0.32,0.0723,0.0071,1.136792453,2.21875,19.875,NA,NA,NA
Xu et al.,beech,96,7.65,1.881,0.2865,6.4,0.51,0.1254,0.0191,1.959375,3.745098039,12.54901961,NA,NA,NA
Xu et al.,beech,97.35,6.9,0.645,0.1065,6.49,0.46,0.043,0.0071,0.662557781,1.543478261,14.10869565,NA,NA,NA
Xu et al.,beech,97.65,6.9,1.836,0.2895,6.51,0.46,0.1224,0.0193,1.880184332,4.195652174,14.15217391,NA,NA,NA
Xu et al.,beech,102.15,7.95,0.927,0.096,6.81,0.53,0.0618,0.0064,0.907488987,1.20754717,12.8490566,NA,NA,NA
Xu et al.,beech,110.25,8.7,2.22,0.348,7.35,0.58,0.148,0.0232,2.013605442,4,12.67241379,NA,NA,NA
Xu et al.,beech,112.65,7.65,2.022,0.3315,7.51,0.51,0.1348,0.0221,1.79494008,4.333333333,14.7254902,NA,NA,NA
Xu et al.,beech,124.95,9.6,2.532,0.3105,8.33,0.64,0.1688,0.0207,2.026410564,3.234375,13.015625,NA,NA,NA
Xu et al.,beech,126,9.6,2.1255,0.333,8.4,0.64,0.1417,0.0222,1.686904762,3.46875,13.125,NA,NA,NA
Xu et al.,beech,130.95,9.45,1.017,0.1845,8.73,0.63,0.0678,0.0123,0.776632302,1.952380952,13.85714286,NA,NA,NA
Xu et al.,beech,131.7,4.95,0.606,0.0645,8.78,0.33,0.0404,0.0043,0.460136674,1.303030303,26.60606061,NA,NA,NA
Xu et al.,beech,133.35,5.1,1.0365,0.099,8.89,0.34,0.0691,0.0066,0.77727784,1.941176471,26.14705882,NA,NA,NA
Xu et al.,beech,144.9,11.1,3.03,0.345,9.66,0.74,0.202,0.023,2.091097308,3.108108108,13.05405405,NA,NA,NA
Xu et al.,beech,149.25,8.55,1.4535,0.2385,9.95,0.57,0.0969,0.0159,0.973869347,2.789473684,17.45614035,NA,NA,NA
Xu et al.,beech,152.85,10.2,1.602,0.1755,10.19,0.68,0.1068,0.0117,1.048086359,1.720588235,14.98529412,NA,NA,NA
Xu et al.,beech,163.5,7.05,1.056,0.0615,10.9,0.47,0.0704,0.0041,0.64587156,0.872340426,23.19148936,NA,NA,NA
Xu et al.,beech,171.3,8.25,1.5735,0.258,11.42,0.55,0.1049,0.0172,0.918563923,3.127272727,20.76363636,NA,NA,NA
Xu et al.,beech,174.3,13.35,3.174,0.5205,11.62,0.89,0.2116,0.0347,1.820998279,3.898876404,13.05617978,NA,NA,NA
Xu et al.,beech,204,10.95,1.86,0.1455,13.6,0.73,0.124,0.0097,0.911764706,1.328767123,18.63013699,NA,NA,NA
Xu et al.,beech,270.75,16.35,1.6635,0.1005,18.05,1.09,0.1109,0.0067,0.614404432,0.614678899,16.55963303,NA,NA,NA
Xu et al.,0,106.35,7.05,1.6995,0,7.09,0.47,0.1133,0,1.598025388,0,15.08510638,NA,NA,NA
Xu et al.,P. angustifolia,26.7,1.05,0.3015,0.045,1.78,0.07,0.0201,0.003,1.129213483,4.285714286,25.42857143,NA,NA,NA
Xu et al.,R. Officinalis,17.25,1.05,0.132,0.021,1.15,0.07,0.0088,0.0014,0.765217391,2,16.42857143,NA,NA,NA
Xu et al.,0,117,6.15,4.2,0,7.8,0.41,0.28,0,3.58974359,0,19.02439024,NA,NA,NA
Xu et al.,0,454.5,18,5.52,0,30.3,1.2,0.368,0,1.214521452,0,25.25,NA,NA,NA
Xu et al.,0,1150.5,49.5,5.925,0,76.7,3.3,0.395,0,0.514993481,0,23.24242424,NA,NA,NA
Xu et al.,0,125.1,5.4,2.61,0,8.34,0.36,0.174,0,2.086330935,0,23.16666667,NA,NA,NA
Xu et al.,Oak-dominated deciduous hardwood forest,177.75,12.6,11.4,0,11.85,0.84,0.76,0,6.41350211,0,14.10714286,NA,NA,NA
Xu et al.,Oak-dominated deciduous hardwood forest,254.7,14.1,4.95,0,16.98,0.94,0.33,0,1.943462898,0,18.06382979,NA,NA,NA
Xu et al.,Oak-dominated deciduous hardwood forest,191.25,11.4,13.125,0,12.75,0.76,0.875,0,6.862745098,0,16.77631579,NA,NA,NA
Xu et al.,Oak-dominated deciduous hardwood forest,226.2,12.9,5.625,0,15.08,0.86,0.375,0,2.486737401,0,17.53488372,NA,NA,NA
Xu et al.,Oak forest,91.05,6.72,0.534,0.114,6.07,0.448,0.0356,0.0076,0.586490939,1.696428571,13.54910714,NA,NA,NA
Xu et al.,Beech,774.15,7.5,3.7215,0,51.61,0.5,0.2481,0,0.480720791,0,103.22,NA,NA,NA
Xu et al.,Beech,680.7,13.65,8.082,0,45.38,0.91,0.5388,0,1.187307184,0,49.86813187,NA,NA,NA
Xu et al.,Beech,94.65,5.25,1.4235,0,6.31,0.35,0.0949,0,1.503961965,0,18.02857143,NA,NA,NA
Xu et al.,Beech,72.9,4.2,1.104,0,4.86,0.28,0.0736,0,1.514403292,0,17.35714286,NA,NA,NA
Xu et al.,Beech,61.35,3.6,0.795,0,4.09,0.24,0.053,0,1.295843521,0,17.04166667,NA,NA,NA
Xu et al.,Beech,38.7,2.25,0.588,0,2.58,0.15,0.0392,0,1.519379845,0,17.2,NA,NA,NA
Xu et al.,Beech,121.5,4.05,2.505,0.3225,8.1,0.27,0.167,0.0215,2.061728395,7.962962963,30,NA,NA,NA
Xu et al.,Beech,61.5,2.4,1.0995,0.147,4.1,0.16,0.0733,0.0098,1.787804878,6.125,25.625,NA,NA,NA
Xu et al.,Native forest,303,17.7,3.2175,0,20.2,1.18,0.2145,0,1.061881188,0,17.11864407,NA,NA,NA
Xu et al.,Native forest,405,16.05,4.176,0,27,1.07,0.2784,0,1.031111111,0,25.23364486,NA,NA,NA
Xu et al.,"Aspen, Birch",36.3,0,2.7225,0,2.42,0,0.1815,0,7.5,NA,NA,NA,NA,NA
Xu et al.,"Aspen, Birch",19.65,0,1.15935,0,1.31,0,0.07729,0,5.9,NA,NA,NA,NA,NA
Xu et al.,Oak,23.25,0,0.9765,0,1.55,0,0.0651,0,4.2,NA,NA,NA,NA,NA
Xu et al.,Oak,10.95,0,0.27375,0,0.73,0,0.01825,0,2.5,NA,NA,NA,NA,NA
Xu et al.,Elm,23.55,0,1.05975,0,1.57,0,0.07065,0,4.5,NA,NA,NA,NA,NA
Xu et al.,Elm,22.35,0,0.37995,0,1.49,0,0.02533,0,1.7,NA,NA,NA,NA,NA
Xu et al.,Betula pendula Roth.,157.5,10.95,2.556,0.30009,10.5,0.73,0.1704,0.020006,1.622857143,2.740547945,14.38356164,NA,NA,NA
Xu et al.,Betula pendula Roth.,49.5,3.75,0.594,0.05796,3.3,0.25,0.0396,0.003864,1.2,1.5456,13.2,NA,NA,NA
Xu et al.,Oak forest,33.15,0,2.724,0,2.21,0,0.1816,0,8.21719457,NA,NA,NA,NA,NA
Xu et al.,Oak forest,3,0,0.276,0,0.2,0,0.0184,0,9.2,NA,NA,NA,NA,NA
Xu et al.,oakwood,39.3,2.76,0.54105,0,2.62,0.184,0.03607,0,1.376717557,0,14.23913043,NA,NA,NA
Xu et al.,heath,148.05,10.17,1.67745,0,9.87,0.678,0.11183,0,1.133029382,0,14.55752212,NA,NA,NA
Xu et al.,Oak,106.5,6.3,1.5165,0.186,7.1,0.42,0.1011,0.0124,1.423943662,2.952380952,16.9047619,NA,NA,NA
Xu et al.,Quercus rotundifolia,16.515,0,0.51,0,1.101,0,0.034,0,3.088101726,NA,NA,NA,NA,NA
Xu et al.,Quercus rotundifolia,9.33,0,0.15,0,0.622,0,0.01,0,1.607717042,NA,NA,NA,NA,NA
Xu et al.,Quercus rotundifolia,7.95,0,0.24,0,0.53,0,0.016,0,3.018867925,NA,NA,NA,NA,NA
Xu et al.,Quercus rotundifolia,30.3,0,0.6675,0,2.02,0,0.0445,0,2.202970297,NA,NA,NA,NA,NA
Xu et al.,beech and spruce,22.35,0,0.1605,0,1.49,0,0.0107,0,0.718120805,NA,NA,NA,NA,NA
Xu et al.,beech and spruce,15,0,0.1395,0,1,0,0.0093,0,0.93,NA,NA,NA,NA,NA
Xu et al.,deciduous woodland,61.95,5.565,1.0725,0,4.13,0.371,0.0715,0,1.731234867,0,11.13207547,NA,NA,NA
Xu et al.,woodland,56.4,0,0.888,0,3.76,0,0.0592,0,1.574468085,NA,NA,NA,NA,NA
Xu et al.,woodland,84.6,0,1.0665,0,5.64,0,0.0711,0,1.260638298,NA,NA,NA,NA,NA
Xu et al.,woodland,63.15,0,1.11,0,4.21,0,0.074,0,1.757719715,NA,NA,NA,NA,NA
Xu et al.,woodland,50.25,0,0.702,0,3.35,0,0.0468,0,1.397014925,NA,NA,NA,NA,NA
Xu et al.,woodland,58.5,0,1.0905,0,3.9,0,0.0727,0,1.864102564,NA,NA,NA,NA,NA
Xu et al.,woodland,76.2,0,0.924,0,5.08,0,0.0616,0,1.212598425,NA,NA,NA,NA,NA
Xu et al.,woodland,51.75,0,0.984,0,3.45,0,0.0656,0,1.901449275,NA,NA,NA,NA,NA
Xu et al.,woodland,62.85,0,0.8265,0,4.19,0,0.0551,0,1.3150358,NA,NA,NA,NA,NA
Xu et al.,woodland,66.75,0,0.9675,0,4.45,0,0.0645,0,1.449438202,NA,NA,NA,NA,NA
Xu et al.,woodland,71.1,0,0.7245,0,4.74,0,0.0483,0,1.018987342,NA,NA,NA,NA,NA
Xu et al.,woodland,46.5,0,0.48,0,3.1,0,0.032,0,1.032258065,NA,NA,NA,NA,NA
Xu et al.,woodland,57.15,0,0.933,0,3.81,0,0.0622,0,1.632545932,NA,NA,NA,NA,NA
Xu et al.,woodland,48.75,0,0.759,0,3.25,0,0.0506,0,1.556923077,NA,NA,NA,NA,NA
Xu et al.,woodland,98.4,0,1.086,0,6.56,0,0.0724,0,1.103658537,NA,NA,NA,NA,NA
Xu et al.,woodland,122.1,0,0.6765,0,8.14,0,0.0451,0,0.554054054,NA,NA,NA,NA,NA
Xu et al.,woodland,69,0,0.7785,0,4.6,0,0.0519,0,1.12826087,NA,NA,NA,NA,NA
Xu et al.,woodland,58.35,0,0.4725,0,3.89,0,0.0315,0,0.809768638,NA,NA,NA,NA,NA
